,paper,arxiv_id,task,type,value,additional_info
21706,14_paper_382,1509.06461,Atari Games,approach_name,Prior Duel hs,Atari Games
21707,14_paper_382,1509.06461,Atari Games,approach_name,DQN noop,Atari Games
21708,14_paper_382,1509.06461,Atari Games,approach_name,DDQN  tuned  hs,Atari Games
21709,14_paper_382,1509.06461,Atari Games,approach_name,DQN hs,Atari Games
21710,14_paper_383,1509.06461,Atari Games,data_name,Atari 2600 Crazy Climber,
21711,14_paper_383,1509.06461,Atari Games,data_name,Atari 2600 Seaquest,
21712,14_paper_383,1509.06461,Atari Games,data_name,Atari 2600 Time Pilot,
21713,14_paper_383,1509.06461,Atari Games,data_name,Atari 2600 River Raid,
21714,14_paper_383,1509.06461,Atari Games,data_name,Atari 2600 Zaxxon,
21715,14_paper_383,1509.06461,Atari Games,data_name,Atari 2600 Bank Heist,
21716,14_paper_383,1509.06461,Atari Games,data_name,Atari 2600 Chopper Command,
21717,14_paper_383,1509.06461,Atari Games,data_name,Atari 2600 Private Eye,
21718,14_paper_383,1509.06461,Atari Games,data_name,Atari 2600 Alien,
21719,14_paper_383,1509.06461,Atari Games,data_name,Atari 2600 Atlantis,
21720,14_paper_383,1509.06461,Atari Games,data_name,Atari 2600 Tutankham,
21721,14_paper_383,1509.06461,Atari Games,data_name,Atari 2600 Wizard of Wor,
21722,14_paper_383,1509.06461,Atari Games,data_name,Atari 2600 James Bond,
21723,14_paper_383,1509.06461,Atari Games,data_name,Atari 2600 Demon Attack,
21724,14_paper_383,1509.06461,Atari Games,data_name,Atari 2600 Centipede,
21725,14_paper_383,1509.06461,Atari Games,data_name,Atari 2600 Beam Rider,
21726,14_paper_383,1509.06461,Atari Games,data_name,Atari 2600 Freeway,
21727,14_paper_383,1509.06461,Atari Games,data_name,Atari 2600 Kung-Fu Master,
21728,14_paper_383,1509.06461,Atari Games,data_name,Atari 2600 Star Gunner,
21729,14_paper_383,1509.06461,Atari Games,data_name,Atari 2600 Kangaroo,
21730,14_paper_383,1509.06461,Atari Games,data_name,Atari 2600 Gravitar,
21731,14_paper_383,1509.06461,Atari Games,data_name,Atari 2600 Space Invaders,
21732,14_paper_383,1509.06461,Atari Games,data_name,Atari 2600 Q Bert,
21733,14_paper_383,1509.06461,Atari Games,data_name,Atari 2600 Tennis,
21734,14_paper_383,1509.06461,Atari Games,data_name,Atari 2600 Montezuma s Revenge,
21735,14_paper_383,1509.06461,Atari Games,data_name,Atari 2600 Berzerk,
21736,14_paper_383,1509.06461,Atari Games,data_name,Atari 2600 Ms  Pacman,
21737,14_paper_383,1509.06461,Atari Games,data_name,Atari 2600 Boxing,
21738,14_paper_383,1509.06461,Atari Games,data_name,Atari 2600 Up and Down,
21739,14_paper_383,1509.06461,Atari Games,data_name,Atari 2600 Frostbite,
21740,14_paper_383,1509.06461,Atari Games,data_name,Atari 2600 Fishing Derby,
21741,14_paper_383,1509.06461,Atari Games,data_name,Atari 2600 Double Dunk,
21742,14_paper_383,1509.06461,Atari Games,data_name,Atari 2600 Ice Hockey,
21743,14_paper_383,1509.06461,Atari Games,data_name,Atari 2600 Road Runner,
21744,14_paper_383,1509.06461,Atari Games,data_name,Atari 2600 Robotank,
21745,14_paper_383,1509.06461,Atari Games,data_name,Atari 2600 Asterix,
21746,14_paper_383,1509.06461,Atari Games,data_name,Atari 2600 Asteroids,
21747,14_paper_383,1509.06461,Atari Games,data_name,Atari 2600 HERO,
21748,14_paper_383,1509.06461,Atari Games,data_name,Atari 2600 Krull,
21749,14_paper_383,1509.06461,Atari Games,data_name,Atari 2600 Venture,
21750,14_paper_383,1509.06461,Atari Games,data_name,Atari 2600 Video Pinball,
21751,14_paper_383,1509.06461,Atari Games,data_name,Atari 2600 Enduro,
21752,14_paper_383,1509.06461,Atari Games,data_name,Atari 2600 Assault,
21753,14_paper_383,1509.06461,Atari Games,data_name,Atari 2600 Battle Zone,
21754,14_paper_383,1509.06461,Atari Games,data_name,Atari 2600 Bowling,
21755,14_paper_383,1509.06461,Atari Games,data_name,Atari 2600 Breakout,
21756,14_paper_383,1509.06461,Atari Games,data_name,Atari 2600 Pong,
21757,14_paper_383,1509.06461,Atari Games,data_name,Atari 2600 Gopher,
21758,14_paper_383,1509.06461,Atari Games,data_name,Atari 2600 Name This Game,
21759,14_paper_383,1509.06461,Atari Games,data_name,Atari 2600 Amidar,
21760,14_paper_383,1509.06461,Atari Games,approach_name,Prior Duel hs,Atari Games
21761,14_paper_383,1509.06461,Atari Games,approach_name,DQN noop,Atari Games
21762,14_paper_383,1509.06461,Atari Games,approach_name,DDQN  tuned  hs,Atari Games
21763,14_paper_383,1509.06461,Atari Games,approach_name,DQN hs,Atari Games
21764,14_paper_384,1509.06461,Atari Games,data_name,Atari 2600 Crazy Climber,
21765,14_paper_384,1509.06461,Atari Games,data_name,Atari 2600 Seaquest,
21766,14_paper_384,1509.06461,Atari Games,data_name,Atari 2600 Time Pilot,
21767,14_paper_384,1509.06461,Atari Games,data_name,Atari 2600 River Raid,
21768,14_paper_384,1509.06461,Atari Games,data_name,Atari 2600 Zaxxon,
21769,14_paper_384,1509.06461,Atari Games,data_name,Atari 2600 Bank Heist,
21770,14_paper_384,1509.06461,Atari Games,data_name,Atari 2600 Chopper Command,
21771,14_paper_384,1509.06461,Atari Games,data_name,Atari 2600 Private Eye,
21772,14_paper_384,1509.06461,Atari Games,data_name,Atari 2600 Alien,
21773,14_paper_384,1509.06461,Atari Games,data_name,Atari 2600 Atlantis,
21774,14_paper_384,1509.06461,Atari Games,data_name,Atari 2600 Tutankham,
21775,14_paper_384,1509.06461,Atari Games,data_name,Atari 2600 Wizard of Wor,
21776,14_paper_384,1509.06461,Atari Games,data_name,Atari 2600 James Bond,
21777,14_paper_384,1509.06461,Atari Games,data_name,Atari 2600 Demon Attack,
21778,14_paper_384,1509.06461,Atari Games,data_name,Atari 2600 Centipede,
21779,14_paper_384,1509.06461,Atari Games,data_name,Atari 2600 Beam Rider,
21780,14_paper_384,1509.06461,Atari Games,data_name,Atari 2600 Freeway,
21781,14_paper_384,1509.06461,Atari Games,data_name,Atari 2600 Kung-Fu Master,
21782,14_paper_384,1509.06461,Atari Games,data_name,Atari 2600 Star Gunner,
21783,14_paper_384,1509.06461,Atari Games,data_name,Atari 2600 Kangaroo,
21784,14_paper_384,1509.06461,Atari Games,data_name,Atari 2600 Gravitar,
21785,14_paper_384,1509.06461,Atari Games,data_name,Atari 2600 Space Invaders,
21786,14_paper_384,1509.06461,Atari Games,data_name,Atari 2600 Q Bert,
21787,14_paper_384,1509.06461,Atari Games,data_name,Atari 2600 Tennis,
21788,14_paper_384,1509.06461,Atari Games,data_name,Atari 2600 Montezuma s Revenge,
21789,14_paper_384,1509.06461,Atari Games,data_name,Atari 2600 Berzerk,
21790,14_paper_384,1509.06461,Atari Games,data_name,Atari 2600 Ms  Pacman,
21791,14_paper_384,1509.06461,Atari Games,data_name,Atari 2600 Boxing,
21792,14_paper_384,1509.06461,Atari Games,data_name,Atari 2600 Up and Down,
21793,14_paper_384,1509.06461,Atari Games,data_name,Atari 2600 Frostbite,
21794,14_paper_384,1509.06461,Atari Games,data_name,Atari 2600 Fishing Derby,
21795,14_paper_384,1509.06461,Atari Games,data_name,Atari 2600 Double Dunk,
21796,14_paper_384,1509.06461,Atari Games,data_name,Atari 2600 Ice Hockey,
21797,14_paper_384,1509.06461,Atari Games,data_name,Atari 2600 Road Runner,
21798,14_paper_384,1509.06461,Atari Games,data_name,Atari 2600 Robotank,
21799,14_paper_384,1509.06461,Atari Games,data_name,Atari 2600 Asterix,
21800,14_paper_384,1509.06461,Atari Games,data_name,Atari 2600 Asteroids,
21801,14_paper_384,1509.06461,Atari Games,data_name,Atari 2600 HERO,
21802,14_paper_384,1509.06461,Atari Games,data_name,Atari 2600 Krull,
21803,14_paper_384,1509.06461,Atari Games,data_name,Atari 2600 Venture,
21804,14_paper_384,1509.06461,Atari Games,data_name,Atari 2600 Video Pinball,
21805,14_paper_384,1509.06461,Atari Games,data_name,Atari 2600 Enduro,
21806,14_paper_384,1509.06461,Atari Games,data_name,Atari 2600 Assault,
21807,14_paper_384,1509.06461,Atari Games,data_name,Atari 2600 Battle Zone,
21808,14_paper_384,1509.06461,Atari Games,data_name,Atari 2600 Bowling,
21809,14_paper_384,1509.06461,Atari Games,data_name,Atari 2600 Breakout,
21810,14_paper_384,1509.06461,Atari Games,data_name,Atari 2600 Pong,
21811,14_paper_384,1509.06461,Atari Games,data_name,Atari 2600 Gopher,
21812,14_paper_384,1509.06461,Atari Games,data_name,Atari 2600 Name This Game,
21813,14_paper_384,1509.06461,Atari Games,data_name,Atari 2600 Amidar,
21814,14_paper_384,1509.06461,Atari Games,approach_name,Prior Duel hs,Atari Games
21815,14_paper_384,1509.06461,Atari Games,approach_name,DQN noop,Atari Games
21816,14_paper_384,1509.06461,Atari Games,approach_name,DDQN  tuned  hs,Atari Games
21817,14_paper_384,1509.06461,Atari Games,approach_name,DQN hs,Atari Games
21818,14_paper_385,1509.06461,Atari Games,data_name,Atari 2600 Crazy Climber,
21819,14_paper_385,1509.06461,Atari Games,data_name,Atari 2600 Seaquest,
21820,14_paper_385,1509.06461,Atari Games,data_name,Atari 2600 Time Pilot,
21821,14_paper_385,1509.06461,Atari Games,data_name,Atari 2600 River Raid,
21822,14_paper_385,1509.06461,Atari Games,data_name,Atari 2600 Zaxxon,
21823,14_paper_385,1509.06461,Atari Games,data_name,Atari 2600 Bank Heist,
21824,14_paper_385,1509.06461,Atari Games,data_name,Atari 2600 Chopper Command,
21825,14_paper_385,1509.06461,Atari Games,data_name,Atari 2600 Private Eye,
21826,14_paper_385,1509.06461,Atari Games,data_name,Atari 2600 Alien,
21827,14_paper_385,1509.06461,Atari Games,data_name,Atari 2600 Atlantis,
21828,14_paper_385,1509.06461,Atari Games,data_name,Atari 2600 Tutankham,
21829,14_paper_385,1509.06461,Atari Games,data_name,Atari 2600 Wizard of Wor,
21830,14_paper_385,1509.06461,Atari Games,data_name,Atari 2600 James Bond,
21831,14_paper_385,1509.06461,Atari Games,data_name,Atari 2600 Demon Attack,
21832,14_paper_385,1509.06461,Atari Games,data_name,Atari 2600 Centipede,
21833,14_paper_385,1509.06461,Atari Games,data_name,Atari 2600 Beam Rider,
21834,14_paper_385,1509.06461,Atari Games,data_name,Atari 2600 Freeway,
21835,14_paper_385,1509.06461,Atari Games,data_name,Atari 2600 Kung-Fu Master,
21836,14_paper_385,1509.06461,Atari Games,data_name,Atari 2600 Star Gunner,
21837,14_paper_385,1509.06461,Atari Games,data_name,Atari 2600 Kangaroo,
21838,14_paper_385,1509.06461,Atari Games,data_name,Atari 2600 Gravitar,
21839,14_paper_385,1509.06461,Atari Games,data_name,Atari 2600 Space Invaders,
21840,14_paper_385,1509.06461,Atari Games,data_name,Atari 2600 Q Bert,
21841,14_paper_385,1509.06461,Atari Games,data_name,Atari 2600 Tennis,
21842,14_paper_385,1509.06461,Atari Games,data_name,Atari 2600 Montezuma s Revenge,
21843,14_paper_385,1509.06461,Atari Games,data_name,Atari 2600 Berzerk,
21844,14_paper_385,1509.06461,Atari Games,data_name,Atari 2600 Ms  Pacman,
21845,14_paper_385,1509.06461,Atari Games,data_name,Atari 2600 Boxing,
21846,14_paper_385,1509.06461,Atari Games,data_name,Atari 2600 Up and Down,
21847,14_paper_385,1509.06461,Atari Games,data_name,Atari 2600 Frostbite,
21848,14_paper_385,1509.06461,Atari Games,data_name,Atari 2600 Fishing Derby,
21849,14_paper_385,1509.06461,Atari Games,data_name,Atari 2600 Double Dunk,
21850,14_paper_385,1509.06461,Atari Games,data_name,Atari 2600 Ice Hockey,
21851,14_paper_385,1509.06461,Atari Games,data_name,Atari 2600 Road Runner,
21852,14_paper_385,1509.06461,Atari Games,data_name,Atari 2600 Robotank,
21853,14_paper_385,1509.06461,Atari Games,data_name,Atari 2600 Asterix,
21854,14_paper_385,1509.06461,Atari Games,data_name,Atari 2600 Asteroids,
21855,14_paper_385,1509.06461,Atari Games,data_name,Atari 2600 HERO,
21856,14_paper_385,1509.06461,Atari Games,data_name,Atari 2600 Krull,
21857,14_paper_385,1509.06461,Atari Games,data_name,Atari 2600 Venture,
21858,14_paper_385,1509.06461,Atari Games,data_name,Atari 2600 Video Pinball,
21859,14_paper_385,1509.06461,Atari Games,data_name,Atari 2600 Enduro,
21860,14_paper_385,1509.06461,Atari Games,data_name,Atari 2600 Assault,
21861,14_paper_385,1509.06461,Atari Games,data_name,Atari 2600 Battle Zone,
21862,14_paper_385,1509.06461,Atari Games,data_name,Atari 2600 Bowling,
21863,14_paper_385,1509.06461,Atari Games,data_name,Atari 2600 Breakout,
21864,14_paper_385,1509.06461,Atari Games,data_name,Atari 2600 Pong,
21865,14_paper_385,1509.06461,Atari Games,data_name,Atari 2600 Gopher,
21866,14_paper_385,1509.06461,Atari Games,data_name,Atari 2600 Name This Game,
21867,14_paper_385,1509.06461,Atari Games,data_name,Atari 2600 Amidar,
21868,14_paper_385,1509.06461,Atari Games,approach_name,Prior Duel hs,Atari Games
21869,14_paper_385,1509.06461,Atari Games,approach_name,DQN noop,Atari Games
21870,14_paper_385,1509.06461,Atari Games,approach_name,DDQN  tuned  hs,Atari Games
21871,14_paper_385,1509.06461,Atari Games,approach_name,DQN hs,Atari Games
21872,14_paper_386,1509.06461,Atari Games,data_name,Atari 2600 Crazy Climber,
21873,14_paper_386,1509.06461,Atari Games,data_name,Atari 2600 Seaquest,
21874,14_paper_386,1509.06461,Atari Games,data_name,Atari 2600 Time Pilot,
21875,14_paper_386,1509.06461,Atari Games,data_name,Atari 2600 River Raid,
21876,14_paper_386,1509.06461,Atari Games,data_name,Atari 2600 Zaxxon,
21877,14_paper_386,1509.06461,Atari Games,data_name,Atari 2600 Bank Heist,
21878,14_paper_386,1509.06461,Atari Games,data_name,Atari 2600 Chopper Command,
21879,14_paper_386,1509.06461,Atari Games,data_name,Atari 2600 Private Eye,
21880,14_paper_386,1509.06461,Atari Games,data_name,Atari 2600 Alien,
21881,14_paper_386,1509.06461,Atari Games,data_name,Atari 2600 Atlantis,
21882,14_paper_386,1509.06461,Atari Games,data_name,Atari 2600 Tutankham,
21883,14_paper_386,1509.06461,Atari Games,data_name,Atari 2600 Wizard of Wor,
21884,14_paper_386,1509.06461,Atari Games,data_name,Atari 2600 James Bond,
21885,14_paper_386,1509.06461,Atari Games,data_name,Atari 2600 Demon Attack,
21886,14_paper_386,1509.06461,Atari Games,data_name,Atari 2600 Centipede,
21887,14_paper_386,1509.06461,Atari Games,data_name,Atari 2600 Beam Rider,
21888,14_paper_386,1509.06461,Atari Games,data_name,Atari 2600 Freeway,
21889,14_paper_386,1509.06461,Atari Games,data_name,Atari 2600 Kung-Fu Master,
21890,14_paper_386,1509.06461,Atari Games,data_name,Atari 2600 Star Gunner,
21891,14_paper_386,1509.06461,Atari Games,data_name,Atari 2600 Kangaroo,
21892,14_paper_386,1509.06461,Atari Games,data_name,Atari 2600 Gravitar,
21893,14_paper_386,1509.06461,Atari Games,data_name,Atari 2600 Space Invaders,
21894,14_paper_386,1509.06461,Atari Games,data_name,Atari 2600 Q Bert,
21895,14_paper_386,1509.06461,Atari Games,data_name,Atari 2600 Tennis,
21896,14_paper_386,1509.06461,Atari Games,data_name,Atari 2600 Montezuma s Revenge,
21897,14_paper_386,1509.06461,Atari Games,data_name,Atari 2600 Berzerk,
21898,14_paper_386,1509.06461,Atari Games,data_name,Atari 2600 Ms  Pacman,
21899,14_paper_386,1509.06461,Atari Games,data_name,Atari 2600 Boxing,
21900,14_paper_386,1509.06461,Atari Games,data_name,Atari 2600 Up and Down,
21901,14_paper_386,1509.06461,Atari Games,data_name,Atari 2600 Frostbite,
21902,14_paper_386,1509.06461,Atari Games,data_name,Atari 2600 Fishing Derby,
21903,14_paper_386,1509.06461,Atari Games,data_name,Atari 2600 Double Dunk,
21904,14_paper_386,1509.06461,Atari Games,data_name,Atari 2600 Ice Hockey,
21905,14_paper_386,1509.06461,Atari Games,data_name,Atari 2600 Road Runner,
21906,14_paper_386,1509.06461,Atari Games,data_name,Atari 2600 Robotank,
21907,14_paper_386,1509.06461,Atari Games,data_name,Atari 2600 Asterix,
21908,14_paper_386,1509.06461,Atari Games,data_name,Atari 2600 Asteroids,
21909,14_paper_386,1509.06461,Atari Games,data_name,Atari 2600 HERO,
21910,14_paper_386,1509.06461,Atari Games,data_name,Atari 2600 Krull,
21911,14_paper_386,1509.06461,Atari Games,data_name,Atari 2600 Venture,
21912,14_paper_386,1509.06461,Atari Games,data_name,Atari 2600 Video Pinball,
21913,14_paper_386,1509.06461,Atari Games,data_name,Atari 2600 Enduro,
21914,14_paper_386,1509.06461,Atari Games,data_name,Atari 2600 Assault,
21915,14_paper_386,1509.06461,Atari Games,data_name,Atari 2600 Battle Zone,
21916,14_paper_386,1509.06461,Atari Games,data_name,Atari 2600 Bowling,
21917,14_paper_386,1509.06461,Atari Games,data_name,Atari 2600 Breakout,
21918,14_paper_386,1509.06461,Atari Games,data_name,Atari 2600 Pong,
21919,14_paper_386,1509.06461,Atari Games,data_name,Atari 2600 Gopher,
21920,14_paper_386,1509.06461,Atari Games,data_name,Atari 2600 Name This Game,
21921,14_paper_386,1509.06461,Atari Games,data_name,Atari 2600 Amidar,
21922,14_paper_386,1509.06461,Atari Games,approach_name,Prior Duel hs,Atari Games
21923,14_paper_386,1509.06461,Atari Games,approach_name,DQN noop,Atari Games
21924,14_paper_386,1509.06461,Atari Games,approach_name,DDQN  tuned  hs,Atari Games
21925,14_paper_386,1509.06461,Atari Games,approach_name,DQN hs,Atari Games
21926,14_paper_387,1509.06461,Atari Games,data_name,Atari 2600 Crazy Climber,
21927,14_paper_387,1509.06461,Atari Games,data_name,Atari 2600 Seaquest,
21928,14_paper_387,1509.06461,Atari Games,data_name,Atari 2600 Time Pilot,
21929,14_paper_387,1509.06461,Atari Games,data_name,Atari 2600 River Raid,
21930,14_paper_387,1509.06461,Atari Games,data_name,Atari 2600 Zaxxon,
21931,14_paper_387,1509.06461,Atari Games,data_name,Atari 2600 Bank Heist,
21932,14_paper_387,1509.06461,Atari Games,data_name,Atari 2600 Chopper Command,
21933,14_paper_387,1509.06461,Atari Games,data_name,Atari 2600 Private Eye,
21934,14_paper_387,1509.06461,Atari Games,data_name,Atari 2600 Alien,
21935,14_paper_387,1509.06461,Atari Games,data_name,Atari 2600 Atlantis,
21936,14_paper_387,1509.06461,Atari Games,data_name,Atari 2600 Tutankham,
21937,14_paper_387,1509.06461,Atari Games,data_name,Atari 2600 Wizard of Wor,
21938,14_paper_387,1509.06461,Atari Games,data_name,Atari 2600 James Bond,
21939,14_paper_387,1509.06461,Atari Games,data_name,Atari 2600 Demon Attack,
21940,14_paper_387,1509.06461,Atari Games,data_name,Atari 2600 Centipede,
21941,14_paper_387,1509.06461,Atari Games,data_name,Atari 2600 Beam Rider,
21942,14_paper_387,1509.06461,Atari Games,data_name,Atari 2600 Freeway,
21943,14_paper_387,1509.06461,Atari Games,data_name,Atari 2600 Kung-Fu Master,
21944,14_paper_387,1509.06461,Atari Games,data_name,Atari 2600 Star Gunner,
21945,14_paper_387,1509.06461,Atari Games,data_name,Atari 2600 Kangaroo,
21946,14_paper_387,1509.06461,Atari Games,data_name,Atari 2600 Gravitar,
21947,14_paper_387,1509.06461,Atari Games,data_name,Atari 2600 Space Invaders,
21948,14_paper_387,1509.06461,Atari Games,data_name,Atari 2600 Q Bert,
21949,14_paper_387,1509.06461,Atari Games,data_name,Atari 2600 Tennis,
21950,14_paper_387,1509.06461,Atari Games,data_name,Atari 2600 Montezuma s Revenge,
21951,14_paper_387,1509.06461,Atari Games,data_name,Atari 2600 Berzerk,
21952,14_paper_387,1509.06461,Atari Games,data_name,Atari 2600 Ms  Pacman,
21953,14_paper_387,1509.06461,Atari Games,data_name,Atari 2600 Boxing,
21954,14_paper_387,1509.06461,Atari Games,data_name,Atari 2600 Up and Down,
21955,14_paper_387,1509.06461,Atari Games,data_name,Atari 2600 Frostbite,
21956,14_paper_387,1509.06461,Atari Games,data_name,Atari 2600 Fishing Derby,
21957,14_paper_387,1509.06461,Atari Games,data_name,Atari 2600 Double Dunk,
21958,14_paper_387,1509.06461,Atari Games,data_name,Atari 2600 Ice Hockey,
21959,14_paper_387,1509.06461,Atari Games,data_name,Atari 2600 Road Runner,
21960,14_paper_387,1509.06461,Atari Games,data_name,Atari 2600 Robotank,
21961,14_paper_387,1509.06461,Atari Games,data_name,Atari 2600 Asterix,
21962,14_paper_387,1509.06461,Atari Games,data_name,Atari 2600 Asteroids,
21963,14_paper_387,1509.06461,Atari Games,data_name,Atari 2600 HERO,
21964,14_paper_387,1509.06461,Atari Games,data_name,Atari 2600 Krull,
21965,14_paper_387,1509.06461,Atari Games,data_name,Atari 2600 Venture,
21966,14_paper_387,1509.06461,Atari Games,data_name,Atari 2600 Video Pinball,
21967,14_paper_387,1509.06461,Atari Games,data_name,Atari 2600 Enduro,
21968,14_paper_387,1509.06461,Atari Games,data_name,Atari 2600 Assault,
21969,14_paper_387,1509.06461,Atari Games,data_name,Atari 2600 Battle Zone,
21970,14_paper_387,1509.06461,Atari Games,data_name,Atari 2600 Bowling,
21971,14_paper_387,1509.06461,Atari Games,data_name,Atari 2600 Breakout,
21972,14_paper_387,1509.06461,Atari Games,data_name,Atari 2600 Pong,
21973,14_paper_387,1509.06461,Atari Games,data_name,Atari 2600 Gopher,
21974,14_paper_387,1509.06461,Atari Games,data_name,Atari 2600 Name This Game,
21975,14_paper_387,1509.06461,Atari Games,data_name,Atari 2600 Amidar,
21976,14_paper_387,1509.06461,Atari Games,approach_name,Prior Duel hs,Atari Games
21977,14_paper_387,1509.06461,Atari Games,approach_name,DQN noop,Atari Games
21978,14_paper_387,1509.06461,Atari Games,approach_name,DDQN  tuned  hs,Atari Games
21979,14_paper_387,1509.06461,Atari Games,approach_name,DQN hs,Atari Games
21980,14_paper_388,1509.06461,Atari Games,data_name,Atari 2600 Crazy Climber,
21981,14_paper_388,1509.06461,Atari Games,data_name,Atari 2600 Seaquest,
21982,14_paper_388,1509.06461,Atari Games,data_name,Atari 2600 Time Pilot,
21983,14_paper_388,1509.06461,Atari Games,data_name,Atari 2600 River Raid,
21984,14_paper_388,1509.06461,Atari Games,data_name,Atari 2600 Zaxxon,
21985,14_paper_388,1509.06461,Atari Games,data_name,Atari 2600 Bank Heist,
21986,14_paper_388,1509.06461,Atari Games,data_name,Atari 2600 Chopper Command,
21987,14_paper_388,1509.06461,Atari Games,data_name,Atari 2600 Private Eye,
21988,14_paper_388,1509.06461,Atari Games,data_name,Atari 2600 Alien,
21989,14_paper_388,1509.06461,Atari Games,data_name,Atari 2600 Atlantis,
21990,14_paper_388,1509.06461,Atari Games,data_name,Atari 2600 Tutankham,
21991,14_paper_388,1509.06461,Atari Games,data_name,Atari 2600 Wizard of Wor,
21992,14_paper_388,1509.06461,Atari Games,data_name,Atari 2600 James Bond,
21993,14_paper_388,1509.06461,Atari Games,data_name,Atari 2600 Demon Attack,
21994,14_paper_388,1509.06461,Atari Games,data_name,Atari 2600 Centipede,
21995,14_paper_388,1509.06461,Atari Games,data_name,Atari 2600 Beam Rider,
21996,14_paper_388,1509.06461,Atari Games,data_name,Atari 2600 Freeway,
21997,14_paper_388,1509.06461,Atari Games,data_name,Atari 2600 Kung-Fu Master,
21998,14_paper_388,1509.06461,Atari Games,data_name,Atari 2600 Star Gunner,
21999,14_paper_388,1509.06461,Atari Games,data_name,Atari 2600 Kangaroo,
22000,14_paper_388,1509.06461,Atari Games,data_name,Atari 2600 Gravitar,
22001,14_paper_388,1509.06461,Atari Games,data_name,Atari 2600 Space Invaders,
22002,14_paper_388,1509.06461,Atari Games,data_name,Atari 2600 Q Bert,
22003,14_paper_388,1509.06461,Atari Games,data_name,Atari 2600 Tennis,
22004,14_paper_388,1509.06461,Atari Games,data_name,Atari 2600 Montezuma s Revenge,
22005,14_paper_388,1509.06461,Atari Games,data_name,Atari 2600 Berzerk,
22006,14_paper_388,1509.06461,Atari Games,data_name,Atari 2600 Ms  Pacman,
22007,14_paper_388,1509.06461,Atari Games,data_name,Atari 2600 Boxing,
22008,14_paper_388,1509.06461,Atari Games,data_name,Atari 2600 Up and Down,
22009,14_paper_388,1509.06461,Atari Games,data_name,Atari 2600 Frostbite,
22010,14_paper_388,1509.06461,Atari Games,data_name,Atari 2600 Fishing Derby,
22011,14_paper_388,1509.06461,Atari Games,data_name,Atari 2600 Double Dunk,
22012,14_paper_388,1509.06461,Atari Games,data_name,Atari 2600 Ice Hockey,
22013,14_paper_388,1509.06461,Atari Games,data_name,Atari 2600 Road Runner,
22014,14_paper_388,1509.06461,Atari Games,data_name,Atari 2600 Robotank,
22015,14_paper_388,1509.06461,Atari Games,data_name,Atari 2600 Asterix,
22016,14_paper_388,1509.06461,Atari Games,data_name,Atari 2600 Asteroids,
22017,14_paper_388,1509.06461,Atari Games,data_name,Atari 2600 HERO,
22018,14_paper_388,1509.06461,Atari Games,data_name,Atari 2600 Krull,
22019,14_paper_388,1509.06461,Atari Games,data_name,Atari 2600 Venture,
22020,14_paper_388,1509.06461,Atari Games,data_name,Atari 2600 Video Pinball,
22021,14_paper_388,1509.06461,Atari Games,data_name,Atari 2600 Enduro,
22022,14_paper_388,1509.06461,Atari Games,data_name,Atari 2600 Assault,
22023,14_paper_388,1509.06461,Atari Games,data_name,Atari 2600 Battle Zone,
22024,14_paper_388,1509.06461,Atari Games,data_name,Atari 2600 Bowling,
22025,14_paper_388,1509.06461,Atari Games,data_name,Atari 2600 Breakout,
22026,14_paper_388,1509.06461,Atari Games,data_name,Atari 2600 Pong,
22027,14_paper_388,1509.06461,Atari Games,data_name,Atari 2600 Gopher,
22028,14_paper_388,1509.06461,Atari Games,data_name,Atari 2600 Name This Game,
22029,14_paper_388,1509.06461,Atari Games,data_name,Atari 2600 Amidar,
22030,14_paper_388,1509.06461,Atari Games,approach_name,Prior Duel hs,Atari Games
22031,14_paper_388,1509.06461,Atari Games,approach_name,DQN noop,Atari Games
22032,14_paper_388,1509.06461,Atari Games,approach_name,DDQN  tuned  hs,Atari Games
22033,14_paper_388,1509.06461,Atari Games,approach_name,DQN hs,Atari Games
22034,14_paper_389,1509.06461,Atari Games,data_name,Atari 2600 Crazy Climber,
22035,14_paper_389,1509.06461,Atari Games,data_name,Atari 2600 Seaquest,
22036,14_paper_389,1509.06461,Atari Games,data_name,Atari 2600 Time Pilot,
22037,14_paper_389,1509.06461,Atari Games,data_name,Atari 2600 River Raid,
22038,14_paper_389,1509.06461,Atari Games,data_name,Atari 2600 Zaxxon,
22039,14_paper_389,1509.06461,Atari Games,data_name,Atari 2600 Bank Heist,
22040,14_paper_389,1509.06461,Atari Games,data_name,Atari 2600 Chopper Command,
22041,14_paper_389,1509.06461,Atari Games,data_name,Atari 2600 Private Eye,
22042,14_paper_389,1509.06461,Atari Games,data_name,Atari 2600 Alien,
22043,14_paper_389,1509.06461,Atari Games,data_name,Atari 2600 Atlantis,
22044,14_paper_389,1509.06461,Atari Games,data_name,Atari 2600 Tutankham,
22045,14_paper_389,1509.06461,Atari Games,data_name,Atari 2600 Wizard of Wor,
22046,14_paper_389,1509.06461,Atari Games,data_name,Atari 2600 James Bond,
22047,14_paper_389,1509.06461,Atari Games,data_name,Atari 2600 Demon Attack,
22048,14_paper_389,1509.06461,Atari Games,data_name,Atari 2600 Centipede,
22049,14_paper_389,1509.06461,Atari Games,data_name,Atari 2600 Beam Rider,
22050,14_paper_389,1509.06461,Atari Games,data_name,Atari 2600 Freeway,
22051,14_paper_389,1509.06461,Atari Games,data_name,Atari 2600 Kung-Fu Master,
22052,14_paper_389,1509.06461,Atari Games,data_name,Atari 2600 Star Gunner,
